iid,title,genres
1521,"Evening Star, The (1996)",Comedy|Drama
588,Hamlet (1996),Drama
2682,Some Mother's Son (1996),Drama
1968,"Whole Wide World, The (1996)",Drama
1853,Mother (1996),Comedy
3110,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1816,Evita (1996),Drama|Musical
696,"Portrait of a Lady, The (1996)",Drama
1074,Walkabout (1971),Drama
3063,Grateful Dead (1995),Documentary
1037,Murder at 1600 (1997),Mystery|Thriller
3355,Hearts and Minds (1996),Drama
706,Fierce Creatures (1997),Comedy
3050,Zeus and Roxanne (1997),Children's
2499,Turbulence (1997),Thriller
2837,Angel Baby (1995),Drama
638,Jackie Chan's First Strike (1996),Action
1733,Beverly Hills Ninja (1997),Action|Comedy
2361,Metro (1997),Action
2896,Falling in Love Again (1980),Comedy
2311,"Cement Garden, The (1993)",Drama
2552,Dante's Peak (1997),Action|Thriller
2768,Meet Wally Sparks (1997),Comedy
2652,Amos & Andrew (1993),Comedy
192,Benny & Joon (1993),Comedy|Romance
63,Prefontaine (1997),Drama
3142,Guantanamera (1994),Comedy
1978,McHale's Navy (1997),Comedy|War
1251,Kolya (1996),Comedy
2899,Gridlock'd (1997),Crime
1405,Waiting for Guffman (1996),Comedy
2237,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War
1771,"Beautician and the Beast, The (1997)",Comedy|Romance
2900,SubUrbia (1997),Comedy
2785,Hotel de Love (1996),Comedy|Romance
2392,"Pest, The (1997)",Comedy
1468,Fools Rush In (1997),Comedy|Romance
750,Absolute Power (1997),Mystery|Thriller
2438,That Darn Cat! (1997),Children's|Comedy|Mystery
213,Vegas Vacation (1997),Comedy
3176,That Old Feeling (1997),Comedy|Romance
1574,Lost Highway (1997),Mystery
2686,Rosewood (1997),Drama
761,Donnie Brasco (1997),Crime|Drama
320,Booty Call (1997),Comedy|Romance
1577,Boys Life 2 (1997),Drama
1991,City of Industry (1997),Crime|Thriller
2365,Best Men (1997),Action|Comedy|Crime|Drama
1470,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy
2175,Kama Sutra: A Tale of Love (1996),Romance
772,Private Parts (1997),Comedy|Drama
3206,Love Jones (1997),Romance
773,"Saint, The (1997)",Action|Romance|Thriller
781,Smilla's Sense of Snow (1997),Action|Drama|Thriller
2781,"Van, The (1996)",Comedy|Drama
785,Crash (1996),Drama|Thriller
1585,"Daytrippers, The (1996)",Mystery
1253,Liar Liar (1997),Comedy
2991,"Quiet Room, The (1996)",Drama
787,Selena (1997),Drama|Musical
1995,"Devil's Own, The (1997)",Action|Drama|Thriller|War
2529,Cats Don't Dance (1997),Animation|Children's|Musical
1885,B*A*P*S (1997),Comedy
2792,Love and Other Catastrophes (1996),Romance
3178,"Sixth Man, The (1997)",Comedy
2597,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's
2522,Anna Karenina (1997),Drama|Romance
3158,Double Team (1997),Action
237,Inventing the Abbotts (1997),Drama|Romance
799,Anaconda (1997),Action|Adventure|Thriller
384,Grosse Pointe Blank (1997),Comedy|Crime
3388,Keys to Tulsa (1997),Crime
3346,Kissed (1996),Romance
2412,8 Heads in a Duffel Bag (1997),Comedy
2930,Hollow Reed (1996),Drama
3001,Paradise Road (1997),Drama|War
1972,Traveller (1997),Drama
1400,All Over Me (1997),Drama
3093,A Chef in Love (1996),Comedy
734,Romy and Michele's High School Reunion (1997),Comedy
2709,Temptress Moon (Feng Yue) (1996),Romance
1769,Volcano (1997),Drama|Thriller
2710,Children of the Revolution (1996),Comedy
404,Austin Powers: International Man of Mystery (1997),Comedy
641,Breakdown (1997),Action|Thriller
3122,Commandments (1997),Romance
743,Ripe (1996),Drama
2934,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
1867,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy
1770,Fathers' Day (1997),Comedy
106,"Fifth Element, The (1997)",Action|Sci-Fi
1570,Nowhere (1997),Drama
3371,Losing Chase (1996),Drama
3202,Sprung (1997),Comedy
1573,"Promise, The (La Promesse) (1996)",Drama
3094,"Bonheur, Le (1965)",Drama
1875,Love! Valour! Compassion! (1997),Drama|Romance
2,Shall We Dance? (Shall We Dansu?) (1996),Comedy
2232,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children's
2289,Twin Town (1997),Comedy|Crime
1772,Addicted to Love (1997),Comedy|Romance
1252,Brassed Off (1996),Comedy|Drama|Romance
1411,"Designated Mourner, The (1997)",Drama
34,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1578,Ponette (1996),Drama
220,Schizopolis (1996),Comedy
2581,Shiloh (1997),Children's|Drama
2461,Trial and Error (1997),Comedy|Romance
3002,Buddy (1997),Adventure|Children's|Drama
75,Con Air (1997),Action|Adventure|Thriller
3225,Late Bloomers (1996),Comedy
783,"Pillow Book, The (1995)",Drama|Romance
784,Speed 2: Cruise Control (1997),Action|Romance|Thriller
2712,Wedding Bell Blues (1996),Comedy
1164,Batman & Robin (1997),Action|Adventure|Crime
236,Dream With the Fishes (1997),Drama
2001,Roseanna's Grave (For Roseanna) (1997),Comedy|Romance
2863,Head Above Water (1996),Comedy|Thriller
796,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical
2814,"Last Time I Committed Suicide, The (1997)",Drama
1529,My Best Friend's Wedding (1997),Comedy|Romance
3079,Tetsuo II: Body Hammer (1992),Sci-Fi
2181,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance
2816,Contempt (Le M�pris) (1963),Drama
149,Face/Off (1997),Action|Sci-Fi|Thriller
2937,Fall (1997),Romance
2841,Gabbeh (1996),Drama
153,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
1476,Out to Sea (1997),Comedy
1170,Wild America (1997),Adventure|Children's
2748,"Simple Wish, A (1997)",Children's|Fantasy
506,Contact (1997),Drama|Sci-Fi
1599,Love Serenade (1996),Comedy
1254,G.I. Jane (1997),Action|Drama|War
1738,Conan the Barbarian (1982),Action|Adventure
1352,George of the Jungle (1997),Children's|Comedy
648,Cop Land (1997),Crime|Drama|Mystery
822,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller
823,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1902,Air Bud (1997),Children's|Comedy
1605,Picture Perfect (1997),Comedy|Romance
1419,In the Company of Men (1997),Drama
1173,Free Willy 3: The Rescue (1997),Adventure|Children's|Drama
1420,Career Girls (1997),Drama
87,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
2715,Desperate Measures (1998),Crime|Drama|Thriller
2415,Steel (1997),Action
2172,She's So Lovely (1997),Drama|Romance
1983,Hoodlum (1997),Crime|Drama|Film-Noir
3051,Leave It to Beaver (1997),Comedy
754,Mimic (1997),Sci-Fi|Thriller
2736,Money Talks (1997),Action|Comedy
1153,Excess Baggage (1997),Adventure|Romance
1987,Kull the Conqueror (1997),Action|Adventure
644,Air Force One (1997),Action|Thriller
759,187 (1997),Drama
26,"Hunt for Red October, The (1990)",Action|Thriller
766,My Own Private Idaho (1991),Drama
2487,"Kiss Me, Guido (1997)",Comedy
3083,Star Maps (1997),Drama
1716,In & Out (1997),Comedy
1155,"Edge, The (1997)",Adventure|Thriller
1773,"Peacemaker, The (1997)",Action|Thriller|War
322,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
769,Seven Years in Tibet (1997),Drama|War
776,Kiss the Girls (1997),Crime|Drama|Thriller
777,Soul Food (1997),Drama
2905,Kicked in the Head (1997),Comedy|Drama
779,Wishmaster (1997),Horror
2556,"Thousand Acres, A (1997)",Drama
455,"Game, The (1997)",Mystery|Thriller
2394,Fire Down Below (1997),Action|Drama|Thriller
782,U Turn (1997),Action|Crime|Mystery
2366,"MatchMaker, The (1997)",Comedy|Romance
2765,"Assignment, The (1997)",Thriller
3177,"Smile Like Yours, A (1997)",Comedy|Romance
791,Ulee's Gold (1997),Drama
795,"Ice Storm, The (1997)",Drama
3298,Stag (1997),Action|Thriller
576,Chasing Amy (1997),Drama|Romance
2867,How to Be a Player (1997),Comedy
1040,"Full Monty, The (1997)",Comedy
2271,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
630,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
631,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
482,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
1817,Rocket Man (1997),Comedy
1593,Playing God (1997),Crime|Thriller
809,"House of Yes, The (1997)",Comedy|Drama|Thriller
1416,"Fast, Cheap & Out of Control (1997)",Documentary
2794,Washington Square (1997),Drama
2006,Telling Lies in America (1997),Drama
3256,Year of the Horse (1997),Documentary
501,Gattaca (1997),Drama|Sci-Fi|Thriller
1093,FairyTale: A True Story (1997),Children's|Drama|Fantasy
2795,Phantoms (1998),Horror
2342,Swept from the Sea (1997),Romance
3143,Wonderland (1997),Documentary
633,"Life Less Ordinary, A (1997)",Romance|Thriller
2008,Hurricane Streets (1998),Drama
619,Eve's Bayou (1997),Drama
1277,Switchback (1997),Thriller
2909,Gang Related (1997),Crime
1901,Stripes (1981),Comedy
1604,N�nette et Boni (1996),Drama
260,Bean (1997),Comedy
2185,Hugo Pool (1997),Romance
2653,Mad City (1997),Action|Drama
2690,One Night Stand (1997),Drama
2100,"Tango Lesson, The (1997)",Romance
2692,Welcome To Sarajevo (1997),Drama|War
3289,Deceiver (1997),Crime
1781,"Rainmaker, The (1997)",Drama
266,Boogie Nights (1997),Drama
538,Witness (1985),Drama|Romance|Thriller
2911,Incognito (1997),Crime|Thriller
540,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
2018,Critical Care (1997),Comedy
836,"Joy Luck Club, The (1993)",Drama
3347,Chairman of the Board (1998),Comedy
838,Sliding Doors (1998),Drama|Romance
1742,Mortal Kombat: Annihilation (1997),Action|Adventure
156,"Truman Show, The (1998)",Drama
2344,"Wings of the Dove, The (1997)",Drama|Romance|Thriller
1427,Mrs. Dalloway (1997),Romance
841,Red Corner (1997),Crime|Thriller
13,"Jackal, The (1997)",Action|Thriller
624,Anastasia (1997),Animation|Children's|Musical
842,"Man Who Knew Too Little, The (1997)",Comedy|Mystery
46,Alien: Resurrection (1997),Action|Horror|Sci-Fi
2515,Alien Escape (1995),Horror|Sci-Fi
851,Amistad (1997),Drama
315,"Apostle, The (1997)",Drama
2190,Artemisia (1997),Drama
2603,Bent (1997),Drama|War
1622,"Butcher Boy, The (1998)",Drama
231,Deconstructing Harry (1997),Comedy|Drama
1090,Flubber (1997),Children's|Comedy|Fantasy
1845,For Richer or Poorer (1997),Comedy
234,Good Will Hunting (1997),Drama
1351,Home Alone 3 (1997),Children's|Comedy
802,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery
1530,Mouse Hunt (1997),Children's|Comedy
3215,Never Met Picasso (1996),Romance
3383,Office Killer (1997),Thriller
1413,Scream 2 (1997),Horror|Thriller
3362,Stranger in the House (1997),Thriller
1415,"Sweet Hereafter, The (1997)",Drama
632,Titanic (1997),Drama|Romance
152,Tomorrow Never Dies (1997),Action|Romance|Thriller
2852,"Education of Little Tree, The (1997)",Drama
812,"Postman, The (1997)",Drama
1778,"Horse Whisperer, The (1998)",Drama
2817,"Winter Guest, The (1997)",Drama
505,Jackie Brown (1997),Crime|Drama
2010,Kundun (1997),Drama
1042,Mr. Magoo (1997),Comedy
258,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
2184,Afterglow (1997),Drama|Romance
1603,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
820,Great Expectations (1998),Drama|Romance
1679,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's
3361,"Midaq Alley (Callej�n de los milagros, El) (1995)",Drama
3398,Arguing the World (1996),Documentary
2416,Firestorm (1998),Action|Adventure|Thriller
2666,Senseless (1998),Comedy
267,Wag the Dog (1997),Comedy|Drama
539,Dark City (1998),Film-Noir|Sci-Fi|Thriller
2942,"Leading Man, The (1996)",Romance
1179,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
2381,Hard Rain (1998),Action|Thriller
155,Half Baked (1998),Comedy
840,Fallen (1998),Action|Mystery|Thriller
3080,"Prophecy II, The (1998)",Horror
2485,Dangerous Beauty (1998),Drama
2716,Four Days in September (1997),Drama
847,Spice World (1997),Comedy|Musical
2025,Deep Rising (1998),Action|Horror|Sci-Fi
2944,Music From Another Room (1998),Drama|Romance
852,"Replacement Killers, The (1998)",Action|Thriller
3248,B. Monkey (1998),Romance|Thriller
2418,Night Flier (1997),Horror
857,Blues Brothers 2000 (1998),Action|Comedy|Musical
2030,Tokyo Fist (1995),Action|Drama
172,"Wedding Singer, The (1998)",Comedy|Romance
866,Sphere (1998),Adventure|Sci-Fi|Thriller
2554,Palmetto (1998),Film-Noir|Mystery|Thriller
116,As Good As It Gets (1997),Comedy|Drama
1626,King of New York (1990),Action|Crime
2037,Men With Guns (1997),Action|Drama
2844,Twilight (1998),Crime|Drama
12,U.S. Marshalls (1998),Action|Thriller
2864,Welcome to Woop-Woop (1997),Comedy
1437,Love and Death on Long Island (1997),Comedy|Drama
2194,"Callej�n de los milagros, El (1995)",Drama
3238,In God's Hands (1998),Action|Drama
1720,Everest (1998),Documentary
1920,Hush (1998),Thriller
1627,Suicide Kings (1997),Crime|Drama
68,"Man in the Iron Mask, The (1998)",Action|Drama|Romance
1601,"Newton Boys, The (1998)",Crime|Drama
519,Wild Things (1998),Crime|Drama|Mystery|Thriller
1899,Paulie (1998),Adventure|Children's|Comedy
3126,"Cool Dry Place, A (1998)",Drama
2868,Hana-bi (1997),Comedy|Crime|Drama
830,Primary Colors (1998),Drama
1608,"Niagara, Niagara (1997)",Drama
2839,Wide Awake (1998),Children's|Comedy|Drama
2691,"Price Above Rubies, A (1998)",Drama
834,Two Girls and a Guy (1997),Comedy|Drama
3292,No Looking Back (1998),Comedy|Drama|Romance
1178,"Object of My Affection, The (1998)",Comedy|Romance
3052,Meet the Deedles (1998),Children's|Comedy
2693,Homegrown (1998),Comedy|Thriller
2502,"Player's Club, The (1998)",Action|Drama
3101,Barney's Great Adventure (1998),Adventure|Children's
1425,"Big One, The (1997)",Comedy|Documentary
2773,Chinese Box (1997),Drama|Romance
552,Lost in Space (1998),Action|Sci-Fi|Thriller
2024,Mercury Rising (1998),Action|Drama|Thriller
43,"Spanish Prisoner, The (1997)",Drama|Thriller
1786,City of Angels (1998),Romance
849,"Last Days of Disco, The (1998)",Drama
2655,"Odd Couple II, The (1998)",Comedy
2976,My Giant (1998),Comedy
1432,He Got Game (1998),Drama
2696,"Gingerbread Man, The (1998)",Drama|Thriller
2345,Live Flesh (1997),Drama
358,Zero Effect (1998),Comedy|Thriller
2797,Nil By Mouth (1997),Drama
861,"Borrowers, The (1997)",Adventure|Children's|Comedy|Fantasy
3299,Prince Valiant (1997),Adventure
3230,Leather Jacket Love Story (1997),Drama|Romance
2798,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy
2396,Kissing a Fool (1998),Comedy|Romance
1790,Krippendorf's Tribe (1998),Comedy
2575,Kurt & Courtney (1998),Documentary|Musical
3095,"Real Blonde, The (1997)",Comedy
1255,Mr. Nice Guy (1997),Action|Comedy
1434,Taste of Cherry (1997),Drama
1436,Character (Karakter) (1997),Drama
884,Junk Mail (1997),Comedy|Thriller
2038,Species II (1998),Horror|Sci-Fi
2369,Major League: Back to the Minors (1998),Comedy
2799,Sour Grapes (1998),Comedy
2859,Wild Man Blues (1998),Documentary
2040,"Big Hit, The (1998)",Action|Comedy
1745,Tarzan and the Lost City (1998),Action|Adventure
3366,"Truce, The (1996)",Drama|War
2370,Black Dog (1998),Action|Thriller
2697,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
2915,Go Now (1995),Drama
51,"Mis�rables, Les (1998)",Drama
2196,Still Breathing (1997),Comedy|Romance
1630,Clockwatchers (1997),Comedy
397,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
3121,Woo (1998),Comedy|Romance
3147,"Hanging Garden, The (1997)",Drama
2576,Lawn Dogs (1997),Drama
1217,Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy
571,Godzilla (1998),Action|Sci-Fi
1487,Bulworth (1998),Comedy
916,Fear and Loathing in Las Vegas (1998),Comedy|Drama
416,"Opposite of Sex, The (1998)",Comedy|Drama
198,Almost Heroes (1998),Adventure|Comedy
920,Hope Floats (1998),Comedy|Drama|Romance
1376,Insomnia (1997),Thriller
1048,"Perfect Murder, A (1998)",Mystery|Thriller
2258,Beyond Silence (1996),Drama
1050,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1445,Can't Hardly Wait (1998),Comedy|Drama|Romance
2313,Cousin Bette (1998),Comedy
1638,High Art (1998),Drama|Romance
2775,"Land Girls, The (1998)",Drama|War
2920,Passion in the Desert (1998),Adventure|Drama
1429,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama
3272,Dear Jesse (1997),Documentary
2943,Dream for an Insomniac (1996),Drama|Romance
3209,Hav Plenty (1997),Comedy
1619,Henry Fool (1997),Comedy|Drama
3290,Marie Baie Des Anges (1997),Drama
3168,Mr. Jealousy (1997),Comedy|Romance
1183,Mulan (1998),Animation|Children's
342,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1623,I Went Down (1997),Action|Comedy|Crime
292,Doctor Dolittle (1998),Comedy
317,Out of Sight (1998),Action|Crime|Romance
854,Picnic at Hanging Rock (1975),Drama|Mystery
2027,Smoke Signals (1998),Comedy|Drama
168,Buffalo 66 (1998),Action|Comedy|Drama
83,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
652,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama
1355,Madeline (1998),Children's|Comedy
561,Small Soldiers (1998),Animation|Children's|Fantasy|War
562,Pi (1998),Sci-Fi|Thriller
3006,Whatever (1998),Drama
175,There's Something About Mary (1998),Comedy
2510,Plan 9 from Outer Space (1958),Horror|Sci-Fi
1284,Wings (1927),Drama|Romance|War
2850,"Broadway Melody, The (1929)",Musical
2211,All Quiet on the Western Front (1930),War
3287,Cimarron (1931),Western
1285,Grand Hotel (1932),Drama
2234,Mutiny on the Bounty (1935),Adventure
2821,"Great Ziegfeld, The (1936)",Musical
3036,"Life of �mile Zola, The (1937)",Drama
2330,You Can't Take It With You (1938),Comedy
2468,How Green Was My Valley (1941),Drama
2254,Mrs. Miniver (1942),Drama|War
1507,Going My Way (1944),Comedy
2750,"Lost Weekend, The (1945)",Drama
1289,"Best Years of Our Lives, The (1946)",Drama|War
2350,Gentleman's Agreement (1947),Drama
2470,Hamlet (1948),Drama
1291,All the King's Men (1949),Drama
3057,"Greatest Show on Earth, The (1952)",Drama
2541,From Here to Eternity (1953),Drama|Romance|War
49,On the Waterfront (1954),Crime|Drama
897,Marty (1955),Drama|Romance
1208,West Side Story (1961),Musical|Romance
2472,Tom Jones (1963),Comedy
1293,"Man for All Seasons, A (1966)",Drama
911,In the Heat of the Night (1967),Drama|Mystery
1213,Oliver! (1968),Musical
913,Midnight Cowboy (1969),Drama
86,"French Connection, The (1971)",Action|Crime|Drama|Thriller
89,Rocky (1976),Action|Drama
90,Kramer Vs. Kramer (1979),Drama
603,Ordinary People (1980),Drama
93,Chariots of Fire (1981),Drama
415,Terms of Endearment (1983),Comedy|Drama
1098,Out of Africa (1985),Drama|Romance
923,"Last Emperor, The (1987)",Drama|War
925,Rain Man (1988),Drama
115,Driving Miss Daisy (1989),Drama
1080,Take the Money and Run (1969),Comedy
1636,Klute (1971),Drama|Mystery
433,Repo Man (1984),Comedy|Sci-Fi
1637,Metropolitan (1990),Comedy
434,Labyrinth (1986),Adventure|Children's|Fantasy
121,"Breakfast Club, The (1985)",Comedy|Drama
1928,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror
2143,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror
1328,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror
2144,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
2298,Freddy's Dead: The Final Nightmare (1991),Horror
943,Friday the 13th (1980),Horror
1703,Friday the 13th Part 2 (1981),Horror
1329,Friday the 13th Part 3: 3D (1982),Horror
1330,Friday the 13th: The Final Chapter (1984),Horror
1704,Friday the 13th Part V: A New Beginning (1985),Horror
1705,Friday the 13th Part VI: Jason Lives (1986),Horror
1707,Friday the 13th Part VII: The New Blood (1988),Horror
1708,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
280,Halloween (1978),Horror
2147,Halloween II (1981),Horror
2148,Halloween III: Season of the Witch (1983),Horror
1331,Halloween 4: The Return of Michael Myers (1988),Horror
2149,Halloween 5: The Revenge of Michael Myers (1989),Horror
2150,Prom Night (1980),Horror
2151,Hello Mary Lou: Prom Night II (1987),Horror
3322,Prom Night IV: Deliver Us From Evil (1992),Horror
974,Child's Play (1988),Horror
2567,Child's Play 2 (1990),Horror
2568,Child's Play 3 (1992),Horror
463,Poltergeist (1982),Horror|Thriller
1341,Poltergeist II: The Other Side (1986),Horror|Thriller
1939,Poltergeist III (1988),Horror|Thriller
147,"Exorcist, The (1973)",Horror
2569,Exorcist II: The Heretic (1977),Horror
2156,"Exorcist III, The (1990)",Horror
467,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1320,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
114,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
981,Gremlins (1984),Comedy|Horror
982,Gremlins 2: The New Batch (1990),Comedy|Horror
471,"Goonies, The (1985)",Adventure|Children's|Fantasy
118,"Mask of Zorro, The (1998)",Action|Adventure|Romance
2727,Polish Wedding (1998),Comedy
3386,"This World, Then the Fireworks (1996)",Crime|Drama|Film-Noir
478,Soylent Green (1973),Sci-Fi|Thriller
1300,Metropolis (1926),Sci-Fi
483,Back to the Future Part II (1989),Comedy|Sci-Fi
485,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
1102,"Poseidon Adventure, The (1972)",Action|Adventure
2633,Freaky Friday (1977),Children's|Comedy
992,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy
2235,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western
993,Babes in Toyland (1961),Children's|Fantasy|Musical
1238,Bambi (1942),Animation|Children's
996,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
616,Dangerous Liaisons (1988),Drama|Romance
507,Dune (1984),Fantasy|Sci-Fi
1949,"Last Temptation of Christ, The (1988)",Drama
1002,"Godfather: Part III, The (1990)",Action|Crime|Drama
1664,"Rapture, The (1991)",Drama|Mystery
1726,Lolita (1997),Drama|Romance
2302,Disturbing Behavior (1998),Horror|Thriller
1544,Mafia! (1998),Comedy|Crime
54,Saving Private Ryan (1998),Action|Drama|War
1950,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
3081,"$1,000,000 Duck (1971)",Children's|Comedy
3090,"Barefoot Executive, The (1971)",Children's|Comedy
623,"Black Cauldron, The (1985)",Animation|Children's
1013,"Black Hole, The (1979)",Sci-Fi
2333,Blackbeard's Ghost (1968),Children's|Comedy
2213,Blank Check (1994),Children's|Comedy
2547,Candleshoe (1977),Adventure|Children's|Comedy
1015,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi
2760,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
1028,Condorman (1981),Action|Adventure|Children's|Comedy
1827,D2: The Mighty Ducks (1994),Children's|Comedy
1031,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy
2965,"Devil and Max Devlin, The (1981)",Comedy
1053,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance
1033,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi
3059,"Gnome-Mobile, The (1967)",Children's
1249,"Great Mouse Detective, The (1986)",Animation|Children's
2873,"Happiest Millionaire, The (1967)",Comedy|Musical
2588,Herbie Goes Bananas (1980),Adventure|Children's|Comedy
2524,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy
1343,Hocus Pocus (1993),Children's|Comedy
1344,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi
332,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
2105,Hot Lead and Cold Feet (1978),Comedy|Western
2339,In Search of the Castaways (1962),Adventure|Children's
2257,"Incredible Journey, The (1963)",Adventure|Children's
678,"Negotiator, The (1998)",Action|Thriller
1345,"Parent Trap, The (1998)",Children's|Drama
1519,BASEketball (1998),Comedy
2167,"Governess, The (1998)",Drama|Romance
3350,Seventh Heaven (Le Septi�me ciel) (1997),Drama|Romance
348,Roger & Me (1989),Comedy|Documentary
1261,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
2783,Out of the Past (1947),Film-Noir
64,Doctor Zhivago (1965),Drama|Romance|War
1682,Fanny and Alexander (1982),Drama
2571,"Trip to Bountiful, The (1985)",Drama
1837,Tender Mercies (1983),Drama
2359,And the Band Played On (1993),Drama
1134,"'burbs, The (1989)",Comedy
1104,Fandango (1985),Comedy
2215,"Night Porter, The (Il Portiere di notte) (1974)",Drama
1683,Mephisto (1981),Drama|War
173,Blue Velvet (1986),Drama|Mystery
1136,"Journey of Natty Gann, The (1985)",Adventure|Children's
701,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
2525,Kidnapped (1960),Children's|Drama
591,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
705,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
1844,"Mighty Ducks, The (1992)",Children's|Comedy
1138,"Muppet Christmas Carol, The (1992)",Children's|Musical
1139,Newsies (1992),Children's|Musical
1140,101 Dalmatians (1961),Animation|Children's
2572,One Magic Christmas (1985),Drama|Fantasy
711,Peter Pan (1953),Animation|Children's|Fantasy|Musical
712,Popeye (1980),Adventure|Comedy|Musical
1142,"Rescuers Down Under, The (1990)",Animation|Children's
1145,"Rescuers, The (1977)",Animation|Children's
389,Return from Witch Mountain (1978),Children's|Sci-Fi
1146,"Return of Jafar, The (1993)",Animation|Children's|Musical
720,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi
565,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2434,"Shaggy D.A., The (1976)",Children's|Comedy
723,Sleeping Beauty (1959),Animation|Children's|Musical
1347,Something Wicked This Way Comes (1983),Children's|Horror
2435,Son of Flubber (1963),Children's|Comedy
2436,Song of the South (1946),Adventure|Animation|Children's|Musical
528,Splash (1984),Comedy|Fantasy|Romance
3315,Squanto: A Warrior's Tale (1994),Adventure|Drama
1243,Steamboat Willie (1940),Animation|Children's|Comedy|Musical
2090,Tall Tale (1994),Adventure|Children's
2558,Tex (1982),Drama
530,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
262,Swing Kids (1993),Drama|War
2162,Halloween: H20 (1998),Horror|Thriller
531,L.A. Story (1991),Comedy|Romance
263,"Jerk, The (1979)",Comedy
1700,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
2095,"Man with Two Brains, The (1983)",Comedy
1025,Grand Canyon (1991),Crime|Drama
2408,Graveyard Shift (1990),Horror|Thriller
1027,"Outsiders, The (1983)",Drama
1458,Indiana Jones and the Temple of Doom (1984),Action|Adventure
1030,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi
543,Nineteen Eighty-Four (1984),Drama|Sci-Fi
544,"Dead Zone, The (1983)",Horror|Thriller
546,Maximum Overdrive (1986),Horror
676,Needful Things (1993),Drama|Horror
2112,Cujo (1983),Horror|Thriller
2104,Children of the Corn (1984),Horror|Thriller
1120,All Dogs Go to Heaven (1989),Animation|Children's
